IMMR_code,Disease,live_m_17-49,live_m_50-69,live_m_70+,live_m_NA,live_m_Total,year
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",2387.9999999999977,13884.999999999971,11288.999999999984,5.0000000000000044,29073.999999999938,2016
150,Asthma (J45-J46),16564.999999999993,25671.000000000051,16884.999999999964,92.000000000000057,82582.999999999942,2016
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",2859.0000000000032,15221.999999999965,12676.999999999991,10.000000000000009,32287.999999999971,2017
150,Asthma (J45-J46),16679.999999999993,26040.000000000022,17346.999999999975,46.000000000000078,82895.999999999782,2017
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",2625.0000000000091,16198.999999999998,14302.000000000035,14,34856.000000000073,2018
150,Asthma (J45-J46),17448.999999999985,25592.999999999978,17822.000000000025,24,84179.000000000233,2018
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",2722.0000000000077,17130.999999999971,14959.999999999975,15.000000000000002,36995.000000000065,2019
150,Asthma (J45-J46),17110.999999999993,25743.999999999978,18285.999999999953,30.000000000000121,84615.999999999971,2019
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1481.9999999999986,10194.000000000004,9416.9999999999909,3.0000000000000089,21765.000000000033,2020
150,Asthma (J45-J46),11397.999999999976,15038.000000000007,11802.999999999987,47.00000000000005,50758.000000000131,2020
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1074.0000000000011,6597.9999999999982,5924.0000000000027,5.0000000000000027,14072.000000000007,2021
150,Asthma (J45-J46),7529.9999999999973,9523.9999999999836,7343.9999999999891,20.000000000000064,31688.999999999985,2021
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",1832.9999999999964,13258,12249.000000000005,9,29106.000000000007,2022
150,Asthma (J45-J46),12990.999999999996,17100.000000000029,13319.000000000013,19.000000000000011,69093.999999999913,2022
149,"Bronchitis, emphysema and other chronic obstructive pulmonar",1810,4477,3418,36,11155,2005
150,Asthma (J45-J46),19700,26615,16505,1977,81278,2005
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",2497,5642,4321,59,14334,2006
150,Asthma (J45-J46),21202,29821,18725,2077,90460,2006
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",2549,6672,4896,37,16226,2007
150,Asthma (J45-J46),20981,28422,18421,2257,90081,2007
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",2333,6884,4993,26,15986,2008
150,Asthma (J45-J46),22331,29997,19562,2212,95489,2008
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",2663,7442,5465,51,17827,2009
150,Asthma (J45-J46),24415,30754,18886,450,100211,2009
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",3062,9147,6357,44,20446,2010
150,Asthma (J45-J46),22976,30974,18871,242,98590,2010
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",2891,10471,7994,30,23173,2011
150,Asthma (J45-J46),21470,29571,18110,345,93481,2011
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",2716,11064,8523,22,24217,2012
150,Asthma (J45-J46),21624,29584,18108,188,93337,2012
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",3008,12485,9102,21,26441,2013
150,Asthma (J45-J46),20869,29534,17925,138,92905,2013
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",837,2088,774,38,3762,2004
051,Malaignant neoplasm of oesophagus (C15),309,871,394,3,1583,2004
052,Malignant neoplasm of stomach (C16),143,293,72,2,513,2004
053,Malignant neoplasm of colon (C18),271,346,94,5,724,2004
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and",212,459,169,1,849,2004
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),31,140,59,3,268,2004
056,Malignant neoplasm of pancreas (C25),72,100,18,0,270,2004
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C2",23,66,17,0,108,2004
058,Malignant neoplasm of larnyx (C32),115,545,184,2,847,2004
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",366,1078,304,3,1762,2004
060,Malignant neoplasm of other respiratory and intrathoracic or,29,35,24,0,92,2004
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",224,97,43,0,441,2004
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",88,116,66,1,277,2004
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",74,79,23,0,216,2004
064,Malignant neoplasm of breast (C50),48,83,78,0,209,2004
065,Malignant neoplasm of cervix uteri (C53),NA,NA,NA,NA,NA,2004
066,Malignant neoplasm of other and unspecified parts of uterus,NA,NA,NA,NA,NA,2004
067,Malignant neoplasm of placenta (C58),NA,NA,NA,NA,NA,2004
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57",NA,NA,NA,NA,NA,2004
069,Malignant neoplasm of prostate (C61),33,399,551,5,991,2004
070,"Malignant neoplasm of other male genital organs (C60,C62,C63",141,132,88,25,403,2004
071,Malignant neoplasm of bladder (C67),120,468,217,8,815,2004
072,Malignant neoplasm of other parts of the urinary tract (C64-,42,96,31,1,232,2004
073,Malignant neoplasm of eye and adnexa (C69),12,7,4,0,75,2004
074,Malignant neoplasm of brain(C71),224,108,18,0,541,2004
075,Malignant neoplasm of other parts of the central nervous sys,17,14,11,0,44,2004
076,Malignant neoplasm of thyroid gland (C73),223,225,98,8,574,2004
077,"Malignant neoplasm of other endocrine, ill-defined, secondar",470,838,349,7,1877,2004
078,Hodgkin's disease (C81),170,99,24,1,573,2004
079,Leukaemia (C91-C95),559,359,114,6,1938,2004
080,Malignant neoplasm of other lymphoid haematopoietic and rela,394,557,217,18,1332,2004
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1491,4176,1035,2,6755,2014
051,Malaignant neoplasm of oesophagus (C15),327,1727,561,21,2655,2014
052,Malignant neoplasm of stomach (C16),127,630,137,0,899,2014
053,Malignant neoplasm of colon (C18),489,1092,238,0,1834,2014
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",475,1413,563,0,2456,2014
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),114,429,177,0,770,2014
056,Malignant neoplasm of pancreas (C25),101,216,46,0,367,2014
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",75,170,42,0,288,2014
058,Malignant neoplasm of larnyx (C32),199,1015,277,0,1499,2014
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",609,2855,751,0,4247,2014
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",114,165,34,0,339,2014
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",245,100,39,0,617,2014
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",145,478,133,0,764,2014
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",217,220,58,0,648,2014
064,Malignant neoplasm of breast (C50),59,103,53,0,219,2014
065,Malignant neoplasm of cervix uteri (C53),0,0,0,0,0,2014
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",0,0,0,0,0,2014
067,Malignant neoplasm of placenta (C58),0,0,0,0,0,2014
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",0,0,0,0,0,2014
069,Malignant neoplasm of prostate (C61),40,1092,1075,0,2211,2014
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",209,208,76,0,514,2014
071,Malignant neoplasm of bladder (C67),198,986,621,0,1821,2014
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",98,297,63,0,559,2014
073,Malignant neoplasm of eye and adnexa (C69),5,22,6,0,180,2014
074,Malignant neoplasm of brain(C71),260,263,34,0,732,2014
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",38,32,9,0,81,2014
076,Malignant neoplasm of thyroid gland (C73),202,196,57,0,460,2014
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",319,811,258,0,1560,2014
078,Hodgkin's disease (C81),360,321,63,0,795,2014
079,Leukaemia (C91-C95),1091,536,183,0,4166,2014
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",988,1884,577,1,3713,2014
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1436.999999999995,4583.9999999999945,1100.9999999999986,5,7215.9999999999955,2015
051,Malaignant neoplasm of oesophagus (C15),338.00000000000034,1998.0000000000007,609.99999999999943,16.000000000000021,2981.9999999999945,2015
052,Malignant neoplasm of stomach (C16),182.99999999999983,782.99999999999966,182.99999999999991,0,1181.0000000000007,2015
053,Malignant neoplasm of colon (C18),580.00000000000114,1225.0000000000002,356.00000000000028,0,2187.9999999999959,2015
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",493.99999999999966,1706.9999999999986,468.99999999999909,0,2743.0000000000041,2015
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),81,520.00000000000023,189,0,847.99999999999932,2015
056,Malignant neoplasm of pancreas (C25),57.000000000000057,205.00000000000017,55.999999999999879,0,322.00000000000023,2015
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",57,170.99999999999983,73.999999999999943,0,305.99999999999972,2015
058,Malignant neoplasm of larnyx (C32),185,1076.0000000000002,293.00000000000045,0,1568.0000000000011,2015
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",568.00000000000102,3117.000000000005,925.0000000000008,0,4645,2015
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",84.000000000000057,110.00000000000021,28.000000000000021,0,242.00000000000034,2015
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",290.00000000000034,146.99999999999991,52.000000000000107,0,760.00000000000159,2015
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",143.99999999999986,481,163.99999999999972,0,807.00000000000045,2015
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",221.00000000000023,202.00000000000031,71,0,658.99999999999909,2015
064,Malignant neoplasm of breast (C50),117.00000000000011,274,71.000000000000057,0,501.99999999999972,2015
065,Malignant neoplasm of cervix uteri (C53),0,0,0,0,0,2015
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",0,0,0,0,0,2015
067,Malignant neoplasm of placenta (C58),0,0,0,0,0,2015
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",0,0,0,0,0,2015
069,Malignant neoplasm of prostate (C61),73.999999999999915,1026.0000000000002,1100.000000000002,0,2216.9999999999995,2015
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",202.0000000000002,192.00000000000034,48,0,492.9999999999996,2015
071,Malignant neoplasm of bladder (C67),189.00000000000009,1278.999999999998,771.00000000000171,0,2254.000000000005,2015
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",95,250.00000000000023,63.999999999999922,0,518.99999999999977,2015
073,Malignant neoplasm of eye and adnexa (C69),2.0000000000000013,19,3.0000000000000022,0,80.999999999999901,2015
074,Malignant neoplasm of brain(C71),273.00000000000125,375.00000000000074,71.000000000000057,0,890.00000000000011,2015
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",23,28.000000000000082,20,0,72,2015
076,Malignant neoplasm of thyroid gland (C73),179.0000000000006,225.99999999999983,50.00000000000005,0,473.00000000000034,2015
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",445.99999999999932,1284.9999999999982,398.00000000000045,0,2523.0000000000014,2015
078,Hodgkin's disease (C81),300.00000000000074,276.00000000000011,50,0,749.99999999999898,2015
079,Leukaemia (C91-C95),1348.0000000000005,901.99999999999977,348.00000000000034,0,6028.0000000000073,2015
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",1071.9999999999986,2217.0000000000036,608.00000000000011,0,4176.9999999999909,2015
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1500.999999999998,5624.0000000000055,1344,0,8536.9999999999927,2016
051,Malaignant neoplasm of oesophagus (C15),300.99999999999972,2398.9999999999986,581.99999999999955,2.0000000000000071,3299.0000000000032,2016
052,Malignant neoplasm of stomach (C16),167.00000000000028,866.00000000000114,216.00000000000017,0,1248.9999999999993,2016
053,Malignant neoplasm of colon (C18),740,1598.9999999999977,376.00000000000011,2.0000000000000071,2732.9999999999945,2016
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",552.0000000000008,2087.9999999999991,557,0,3206.9999999999941,2016
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),76.999999999999943,576,246.99999999999957,0,942.99999999999966,2016
056,Malignant neoplasm of pancreas (C25),69,193.99999999999974,69.000000000000227,0,337.99999999999943,2016
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",56.000000000000114,167.0000000000002,59.000000000000085,0,285.00000000000102,2016
058,Malignant neoplasm of larnyx (C32),162.99999999999915,1214.0000000000023,359.00000000000006,0,1740,2016
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",544.00000000000023,3304.9999999999936,881.00000000000045,0,4750.9999999999991,2016
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",77.999999999999929,108.00000000000014,30.000000000000071,0,229.00000000000003,2016
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",452.00000000000108,193.99999999999989,77.999999999999844,0,1091.9999999999982,2016
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",123.00000000000006,453.00000000000011,150.00000000000003,0,743.9999999999992,2016
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",238.99999999999974,270,77.000000000000085,0,720.00000000000045,2016
064,Malignant neoplasm of breast (C50),72.999999999999858,183.99999999999977,60.000000000000121,0,322.00000000000034,2016
065,Malignant neoplasm of cervix uteri (C53),0,0,0,0,0,2016
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",0,0,0,0,0,2016
067,Malignant neoplasm of placenta (C58),0,0,0,0,0,2016
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",0,0,0,0,0,2016
069,Malignant neoplasm of prostate (C61),39.000000000000036,1058.000000000002,1366.9999999999984,0,2468.9999999999955,2016
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",222.99999999999986,226.99999999999977,93.999999999999872,0,615.00000000000136,2016
071,Malignant neoplasm of bladder (C67),165.99999999999972,1204.999999999998,705.99999999999841,0,2090.9999999999995,2016
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",111.0000000000001,295.00000000000011,116.99999999999987,0,648.00000000000102,2016
073,Malignant neoplasm of eye and adnexa (C69),7.0000000000000178,13,3,0,133.0000000000002,2016
074,Malignant neoplasm of brain(C71),303.00000000000011,370.00000000000006,61,0,952.00000000000261,2016
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",28.00000000000006,46.000000000000078,9.0000000000000124,0,86,2016
076,Malignant neoplasm of thyroid gland (C73),201.00000000000045,266.00000000000028,81.999999999999872,0,566.99999999999966,2016
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",382.99999999999915,1054.9999999999993,343.00000000000063,0,1958.9999999999945,2016
078,Hodgkin's disease (C81),360.99999999999909,235.99999999999983,63.000000000000128,0,770.99999999999943,2016
079,Leukaemia (C91-C95),1347.9999999999995,659.0000000000008,324.00000000000051,0,7082.0000000000136,2016
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",1088.9999999999993,2489.0000000000014,846.00000000000114,1.0000000000000036,4630.0000000000073,2016
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1477.9999999999952,5855.0000000000036,1236.0000000000005,1.0000000000000042,8629.0000000000036,2017
051,Malaignant neoplasm of oesophagus (C15),356.99999999999926,2454.0000000000018,651.99999999999966,0,3473.9999999999873,2017
052,Malignant neoplasm of stomach (C16),132.00000000000034,865.00000000000216,201.00000000000009,0,1200.999999999997,2017
053,Malignant neoplasm of colon (C18),557.99999999999955,1451.9999999999984,297.00000000000091,0,2335.0000000000045,2017
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",621.99999999999966,1984.9999999999986,625.00000000000034,0,3242.0000000000041,2017
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),96.000000000000256,565.99999999999943,227.00000000000009,0,984.99999999999909,2017
056,Malignant neoplasm of pancreas (C25),65.000000000000028,155.00000000000017,70.000000000000028,1.0000000000000022,295.00000000000074,2017
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",63.000000000000007,187.00000000000048,78.999999999999886,0,332.99999999999989,2017
058,Malignant neoplasm of larnyx (C32),208.99999999999986,1247.0000000000002,376.00000000000023,1.0000000000000033,1836.9999999999966,2017
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",480.00000000000102,3221.0000000000027,977.99999999999898,1.0000000000000036,4694.0000000000118,2017
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",63.000000000000149,105.00000000000001,34,0,212.0000000000002,2017
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",398.00000000000068,209.00000000000031,49.000000000000028,1.0000000000000033,1055.999999999998,2017
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",87.999999999999929,282.00000000000034,98.000000000000298,0,474.00000000000074,2017
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",262.00000000000085,244.00000000000063,67.999999999999915,0,731.00000000000091,2017
064,Malignant neoplasm of breast (C50),83.000000000000114,198.99999999999955,37.000000000000028,0,322.00000000000017,2017
065,Malignant neoplasm of cervix uteri (C53),0,0,0,0,0,2017
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",0,0,0,0,0,2017
067,Malignant neoplasm of placenta (C58),0,0,0,0,0,2017
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",0,0,0,0,0,2017
069,Malignant neoplasm of prostate (C61),54.999999999999815,1312.9999999999993,1349.0000000000043,0,2720.0000000000009,2017
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",288.00000000000063,196,76,0,596.00000000000023,2017
071,Malignant neoplasm of bladder (C67),166.00000000000023,1301.0000000000023,742,0,2219.9999999999982,2017
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",127.00000000000004,312.00000000000011,107.99999999999986,0,643,2017
073,Malignant neoplasm of eye and adnexa (C69),12,17.000000000000082,3.000000000000004,0,190.00000000000045,2017
074,Malignant neoplasm of brain(C71),334.99999999999989,315.99999999999977,68.999999999999915,0,992.99999999999807,2017
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",26.999999999999947,32.000000000000014,19.000000000000007,0,84.000000000000199,2017
076,Malignant neoplasm of thyroid gland (C73),195.00000000000028,299.00000000000102,60.000000000000185,0,572.00000000000034,2017
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",331.0000000000004,954.99999999999795,350.99999999999989,0,1951.0000000000002,2017
078,Hodgkin's disease (C81),308,194.99999999999974,64.000000000000171,0,660.99999999999704,2017
079,Leukaemia (C91-C95),1303.0000000000009,681.00000000000182,291.99999999999989,0,6862.9999999999864,2017
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",989.00000000000136,2245.0000000000077,814.9999999999992,0,4262.0000000000109,2017
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1690.9999999999995,6059.0000000000027,1418.0000000000011,1.0000000000000049,9231.0000000000055,2018
051,Malaignant neoplasm of oesophagus (C15),413.99999999999903,2827.9999999999968,801.99999999999977,0,4051.9999999999964,2018
052,Malignant neoplasm of stomach (C16),137.00000000000023,903.0000000000008,263,0,1306.9999999999995,2018
053,Malignant neoplasm of colon (C18),529.99999999999898,1841.0000000000005,399.00000000000074,0,2781.9999999999959,2018
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",542.99999999999955,2425.0000000000064,832.00000000000102,0,3807.0000000000095,2018
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),117.00000000000028,564.99999999999898,261.00000000000063,0,1088.9999999999977,2018
056,Malignant neoplasm of pancreas (C25),129.00000000000014,272.99999999999955,78.000000000000327,1,484,2018
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",83.000000000000142,207.00000000000014,96.999999999999815,0,386.99999999999966,2018
058,Malignant neoplasm of larnyx (C32),165.00000000000028,1235.0000000000009,366.99999999999966,0,1772.9999999999966,2018
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",519.99999999999966,3857.9999999999973,1253.9999999999986,1.000000000000004,5653.9999999999955,2018
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",104.00000000000024,160.99999999999983,62,0,339.99999999999926,2018
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",327.99999999999977,199.99999999999974,61,0,1036.9999999999973,2018
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",91.999999999999588,271.00000000000023,100.99999999999979,0,472.00000000000034,2018
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",277.00000000000034,373.99999999999932,118.00000000000018,0,1107.9999999999968,2018
064,Malignant neoplasm of breast (C50),128.99999999999974,333.99999999999983,97,0,565.99999999999977,2018
065,Malignant neoplasm of cervix uteri (C53),0,0,0,0,0,2018
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",0,0,0,0,0,2018
067,Malignant neoplasm of placenta (C58),0,0,0,0,0,2018
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",0,0,0,0,0,2018
069,Malignant neoplasm of prostate (C61),72.000000000000284,1679.0000000000002,1655.9999999999991,0,3415.9999999999945,2018
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",242.00000000000051,260.00000000000074,94.999999999999901,0,651.00000000000034,2018
071,Malignant neoplasm of bladder (C67),194.00000000000009,1224.0000000000016,811.00000000000125,0,2236.0000000000018,2018
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",131.00000000000031,433.99999999999926,138.00000000000037,0,864.99999999999886,2018
073,Malignant neoplasm of eye and adnexa (C69),13,27.000000000000039,14.000000000000002,0,266.00000000000023,2018
074,Malignant neoplasm of brain (C71),354.99999999999932,292.00000000000006,96.000000000000327,2.0000000000000071,1038.9999999999982,2018
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",21.000000000000028,36.999999999999943,9,0,70.999999999999886,2018
076,Malignant neoplasm of thyroid gland (C73),246.00000000000017,290.00000000000051,59.999999999999893,0,614.99999999999875,2018
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",456.00000000000057,1059,360,0,2181.9999999999986,2018
078,Hodgkin's disease (C81),248.00000000000063,225.99999999999957,51.000000000000036,0,583.99999999999829,2018
079,Leukaemia (C91-C95),1270.9999999999959,653.99999999999784,324.99999999999989,0,6618.9999999999973,2018
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",1551.0000000000014,3106.0000000000032,1134.0000000000023,0,6129.0000000000055,2018
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1683.9999999999964,5964.0000000000136,1559.0000000000009,0,9264.9999999999673,2019
051,Malaignant neoplasm of oesophagus (C15),363,2956.9999999999959,967.00000000000148,1.0000000000000051,4296.9999999999964,2019
052,Malignant neoplasm of stomach (C16),204.00000000000011,1048.9999999999991,248.00000000000048,0,1502.9999999999998,2019
053,Malignant neoplasm of colon (C18),625.00000000000023,1874.0000000000036,549.99999999999943,0,3063.9999999999955,2019
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",563.00000000000182,2236.9999999999977,848.99999999999841,0,3653,2019
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),145.00000000000028,727.00000000000114,293.99999999999943,0,1337.9999999999989,2019
056,Malignant neoplasm of pancreas (C25),117.0000000000007,349.9999999999996,106.99999999999969,1.0000000000000031,577,2019
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",69.999999999999915,235.00000000000034,108.00000000000037,0,417.99999999999926,2019
058,Malignant neoplasm of larnyx (C32),116.00000000000065,1330.9999999999975,404.99999999999955,0,1854.0000000000007,2019
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",592,3933.9999999999859,1343.9999999999986,0,5886.0000000000009,2019
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",78.000000000000142,161.0000000000002,70.000000000000043,0,319.99999999999949,2019
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",408.99999999999943,138.00000000000017,57,2.0000000000000049,1258.9999999999993,2019
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",118.0000000000002,348.00000000000045,134.00000000000051,0,616.00000000000034,2019
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",262.99999999999977,326.00000000000085,117.00000000000033,0,985.00000000000171,2019
064,Malignant neoplasm of breast (C50),105.00000000000055,282,87.000000000000043,0,478.99999999999966,2019
065,Malignant neoplasm of cervix uteri (C53),0,0,0,0,0,2019
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",0,0,0,0,0,2019
067,Malignant neoplasm of placenta (C58),0,0,0,0,0,2019
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",0,0,0,0,0,2019
069,Malignant neoplasm of prostate (C61),68.000000000000028,1814.9999999999984,1927.0000000000014,0,3817.9999999999945,2019
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",273.00000000000006,246.9999999999998,81,0,697.00000000000057,2019
071,Malignant neoplasm of bladder (C67),181.00000000000028,1363.0000000000018,895.99999999999898,0,2446.0000000000005,2019
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",138.00000000000011,390.00000000000011,139,0,864.99999999999966,2019
073,Malignant neoplasm of eye and adnexa (C69),10.000000000000002,16.000000000000007,7.0000000000000098,0,222,2019
074,Malignant neoplasm of brain (C71),348.99999999999949,311.99999999999989,64,0,1012.9999999999994,2019
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",11.000000000000004,26.000000000000036,13,0,80.999999999999915,2019
076,Malignant neoplasm of thyroid gland (C73),240.00000000000014,325.00000000000085,86.000000000000014,0,658.99999999999886,2019
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",509.00000000000074,1001.0000000000013,358.9999999999992,0,2239,2019
078,Hodgkin's disease (C81),419.00000000000045,235.99999999999989,75.000000000000114,0,831.99999999999955,2019
079,Leukaemia (C91-C95),1592.9999999999991,709.99999999999977,258,1.0000000000000031,6747.0000000000155,2019
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",1374.9999999999991,3088.9999999999945,1114,0,5892.9999999999864,2019
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1342.0000000000005,5127.9999999999918,1440.0000000000043,1.0000000000000042,7958.0000000000109,2020
051,Malaignant neoplasm of oesophagus (C15),333.00000000000034,2351.0000000000068,743.00000000000091,0,3433.0000000000064,2020
052,Malignant neoplasm of stomach (C16),176.00000000000014,846.0000000000008,284.99999999999943,0,1311.0000000000005,2020
053,Malignant neoplasm of colon (C18),656.00000000000091,1649.9999999999991,507.00000000000131,0,2819.0000000000032,2020
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",648.00000000000171,2239.0000000000055,769.00000000000068,0,3666.9999999999882,2020
