IMMR_code,Disease,live_f_17-49,live_f_50-69,live_f_70+,live_f_NA,live_f_Total,year
071,Malignant neoplasm of bladder (C67),60,249.0000000000004,158.00000000000003,0,468.99999999999852,2020
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",78.999999999999886,150.00000000000011,44.000000000000142,0,347.00000000000028,2020
073,Malignant neoplasm of eye and adnexa (C69),7,9.0000000000000338,2.0000000000000071,0,114.00000000000009,2020
074,Malignant neoplasm of brain (C71),212.00000000000028,176.00000000000031,41.000000000000121,0,683.00000000000205,2020
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",36.000000000000114,44.000000000000028,7,0,101.00000000000006,2020
076,Malignant neoplasm of thyroid gland (C73),741.9999999999992,610.9999999999992,135.00000000000031,0,1498.000000000003,2020
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",313.00000000000034,543.00000000000057,238.00000000000023,1.0000000000000047,1327.9999999999998,2020
078,Hodgkin's disease (C81),447.00000000000051,172.00000000000043,29.999999999999947,0,696,2020
079,Leukaemia (C91-C95),1056.9999999999993,798.00000000000136,279.00000000000034,0,4692.99999999999,2020
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",998.99999999999807,2382.9999999999964,812.0000000000025,0,4296,2020
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",423.00000000000028,909.00000000000068,374.00000000000023,3.0000000000000004,1739.0000000000009,2021
051,Malaignant neoplasm of oesophagus (C15),169,1273.9999999999989,632.00000000000011,0,2079.0000000000005,2021
052,Malignant neoplasm of stomach (C16),59,293,83.000000000000057,0,437.00000000000028,2021
053,Malignant neoplasm of colon (C18),820.00000000000011,1831.9999999999993,484,0,3142.0000000000005,2021
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",754,1701.0000000000014,559.99999999999977,0,3017,2021
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),87,236.00000000000009,177,0,600,2021
056,Malignant neoplasm of pancreas (C25),99,225,86.000000000000028,0,414.99999999999972,2021
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",85,221,105,1,412.00000000000017,2021
058,Malignant neoplasm of larnyx (C32),33,99,30.000000000000018,0,164.00000000000011,2021
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",351.00000000000006,1100.9999999999995,291.99999999999989,1,1761.0000000000002,2021
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",47.000000000000021,71.000000000000043,18.000000000000007,0,150.00000000000006,2021
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",250.00000000000014,49,35,0,747,2021
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",81,136,86.000000000000014,0,308.00000000000006,2021
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",318.00000000000017,321.99999999999966,118,0,928.99999999999989,2021
064,Malignant neoplasm of breast (C50),5883.9999999999991,10587.000000000007,2005.0000000000007,4,18491.999999999989,2021
065,Malignant neoplasm of cervix uteri (C53),1034.9999999999998,2480.9999999999977,678,0,4197,2021
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",464.00000000000034,1492.0000000000016,461.00000000000011,0,2421.9999999999968,2021
067,Malignant neoplasm of placenta (C58),66,8,3,0,77,2021
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",2331.0000000000009,5451.0000000000036,1349,4,9273.0000000000018,2021
069,Malignant neoplasm of prostate (C61),0,0,0,0,0,2021
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",0,0,0,0,0,2021
071,Malignant neoplasm of bladder (C67),55,260,158,0,475,2021
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",30,130.00000000000003,49.000000000000007,0,304.00000000000023,2021
073,Malignant neoplasm of eye and adnexa (C69),5.0000000000000009,8,1,0,135.00000000000003,2021
074,Malignant neoplasm of brain (C71),172.00000000000003,153.00000000000003,36,0,600.00000000000011,2021
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",52,39.000000000000007,6.0000000000000018,0,112.00000000000003,2021
076,Malignant neoplasm of thyroid gland (C73),746.00000000000045,608.00000000000034,158,0,1523.0000000000016,2021
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",358.00000000000017,615,218.99999999999977,0,1445.0000000000002,2021
078,Hodgkin's disease (C81),384.99999999999977,150,27,0,626.00000000000011,2021
079,Leukaemia (C91-C95),980.00000000000057,713.99999999999966,256,0,4294.0000000000018,2021
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",1087.0000000000007,2515.9999999999991,950.00000000000011,0,4749.9999999999973,2021
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",390,1137.0000000000007,471,0,2031.9999999999986,2022
051,Malaignant neoplasm of oesophagus (C15),197,1266.0000000000009,756.00000000000034,0,2227.9999999999986,2022
052,Malignant neoplasm of stomach (C16),68,294.00000000000006,109.00000000000004,0,473.00000000000045,2022
053,Malignant neoplasm of colon (C18),920.99999999999989,2153.0000000000027,603.99999999999966,0,3683.0000000000014,2022
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",769.00000000000034,2385.0000000000005,671.00000000000011,0,3828,2022
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),95,223.99999999999983,142.00000000000006,0,548.00000000000034,2022
056,Malignant neoplasm of pancreas (C25),127.00000000000001,275.00000000000023,62,0,469.00000000000017,2022
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",73.000000000000057,319.99999999999983,91,0,488,2022
058,Malignant neoplasm of larnyx (C32),52,101.00000000000001,54,0,210.00000000000011,2022
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",508.00000000000017,1287.0000000000005,423.99999999999989,1,2227.0000000000027,2022
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",49,84.000000000000071,27,0,165,2022
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",272.00000000000011,65,18.000000000000011,0,1005.0000000000003,2022
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",424.99999999999972,176.00000000000006,131.00000000000003,0,762.00000000000057,2022
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",335.00000000000011,405.00000000000017,132.00000000000003,0,1006.0000000000003,2022
064,Malignant neoplasm of breast (C50),6985,13700.000000000007,2788.9999999999977,4,23503.999999999993,2022
065,Malignant neoplasm of cervix uteri (C53),1138.0000000000016,2820,791.99999999999932,0,4755.0000000000009,2022
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",393,1843.9999999999989,562.99999999999977,0,2801.0000000000032,2022
067,Malignant neoplasm of placenta (C58),36,9,1.0000000000000002,0,47,2022
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",2201,5679.0000000000018,1417.9999999999984,0,9417.9999999999964,2022
069,Malignant neoplasm of prostate (C61),0,0,0,0,0,2022
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",0,0,0,0,0,2022
071,Malignant neoplasm of bladder (C67),81,298.99999999999989,170,0,552.00000000000011,2022
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",52,151.00000000000009,66,0,379.00000000000006,2022
073,Malignant neoplasm of eye and adnexa (C69),9.0000000000000018,12,4,0,128.00000000000003,2022
074,Malignant neoplasm of brain (C71),218.99999999999991,157.00000000000003,39,0,711,2022
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",46,43,13.000000000000002,0,122.00000000000006,2022
076,Malignant neoplasm of thyroid gland (C73),958.99999999999977,630.00000000000011,190.00000000000009,0,1793.9999999999995,2022
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",377.00000000000045,636.99999999999955,237.99999999999983,0,1479.0000000000011,2022
078,Hodgkin's disease (C81),414.00000000000017,178,30.000000000000014,0,667.00000000000011,2022
079,Leukaemia (C91-C95),986.00000000000011,972.00000000000034,400.99999999999989,0,4661.9999999999973,2022
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",1122.9999999999993,2695.9999999999995,1342.9999999999995,2,5427.9999999999973,2022
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",272,610,255,6,1178,2005
051,Malaignant neoplasm of oesophagus (C15),275,928,361,0,1575,2005
052,Malignant neoplasm of stomach (C16),36,117,31,0,184,2005
053,Malignant neoplasm of colon (C18),214,323,99,8,646,2005
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and",196,491,171,0,860,2005
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),62,96,44,0,213,2005
056,Malignant neoplasm of pancreas (C25),78,83,25,4,192,2005
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C2",41,56,24,0,122,2005
058,Malignant neoplasm of larnyx (C32),28,64,18,0,110,2005
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",87,294,72,1,462,2005
060,Malignant neoplasm of other respiratory and intrathoracic or,27,46,5,0,83,2005
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",106,50,27,0,265,2005
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",68,107,42,0,229,2005
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",134,124,19,0,347,2005
064,Malignant neoplasm of breast (C50),2023,2457,394,30,4913,2005
065,Malignant neoplasm of cervix uteri (C53),819,1523,392,2,2747,2005
066,Malignant neoplasm of other and unspecified parts of uterus,153,295,67,1,520,2005
067,Malignant neoplasm of placenta (C58),252,20,5,1,285,2005
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57",1191,1737,267,17,3285,2005
069,Malignant neoplasm of prostate (C61),NA,NA,NA,NA,NA,2005
070,"Malignant neoplasm of other male genital organs (C60,C62,C63",NA,NA,NA,NA,NA,2005
071,Malignant neoplasm of bladder (C67),13,75,40,0,135,2005
072,Malignant neoplasm of other parts of the urinary tract (C64-,52,26,3,0,114,2005
073,Malignant neoplasm of eye and adnexa (C69),15,11,1,0,146,2005
074,Malignant neoplasm of brain(C71),182,108,17,0,459,2005
075,Malignant neoplasm of other parts of the central nervous sys,23,18,2,0,48,2005
076,Malignant neoplasm of thyroid gland (C73),249,230,52,0,547,2005
077,"Malignant neoplasm of other endocrine, ill-defined, secondar",367,484,160,0,1092,2005
078,Hodgkin's disease (C81),79,22,12,0,140,2005
079,Leukaemia (C91-C95),464,243,57,1,1405,2005
080,Malignant neoplasm of other lymphoid haematopoietic and rela,479,748,278,2,1622,2005
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",275,633,249,2,1180,2006
051,Malaignant neoplasm of oesophagus (C15),213,968,449,6,1642,2006
052,Malignant neoplasm of stomach (C16),41,97,32,0,173,2006
053,Malignant neoplasm of colon (C18),135,366,99,1,603,2006
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",238,532,121,1,892,2006
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),42,75,34,0,176,2006
056,Malignant neoplasm of pancreas (C25),25,88,18,0,132,2006
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",47,97,36,1,182,2006
058,Malignant neoplasm of larnyx (C32),18,53,15,1,88,2006
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",150,402,93,0,653,2006
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",37,36,10,0,88,2006
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",104,72,26,1,297,2006
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",43,77,44,0,167,2006
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",121,126,35,0,329,2006
064,Malignant neoplasm of breast (C50),2164,2962,410,4,5551,2006
065,Malignant neoplasm of cervix uteri (C53),917,1672,474,8,3080,2006
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",138,294,63,0,498,2006
067,Malignant neoplasm of placenta (C58),250,32,0,3,291,2006
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",1343,1894,365,18,3682,2006
069,Malignant neoplasm of prostate (C61),.,.,.,.,.,2006
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",.,.,.,.,.,2006
071,Malignant neoplasm of bladder (C67),45,92,55,1,195,2006
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",23,45,7,0,146,2006
073,Malignant neoplasm of eye and adnexa (C69),12,7,4,0,165,2006
074,Malignant neoplasm of brain(C71),156,87,19,0,356,2006
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",29,13,4,0,58,2006
076,Malignant neoplasm of thyroid gland (C73),337,225,72,1,644,2006
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",249,418,165,2,923,2006
078,Hodgkin's disease (C81),78,38,10,0,145,2006
079,Leukaemia (C91-C95),571,272,72,6,1869,2006
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",488,798,314,6,1731,2006
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",270,594,238,1,1116,2007
051,Malaignant neoplasm of oesophagus (C15),240,1088,379,1,1730,2007
052,Malignant neoplasm of stomach (C16),37,138,41,1,218,2007
053,Malignant neoplasm of colon (C18),201,425,94,3,726,2007
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",282,617,185,1,1086,2007
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),56,119,39,1,239,2007
056,Malignant neoplasm of pancreas (C25),56,64,14,0,142,2007
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",48,80,27,0,155,2007
058,Malignant neoplasm of larnyx (C32),26,37,13,1,77,2007
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",169,384,103,3,664,2007
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",27,43,12,0,82,2007
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",97,75,22,0,301,2007
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",72,79,48,1,205,2007
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",125,105,16,0,286,2007
064,Malignant neoplasm of breast (C50),2453,3034,431,3,5937,2007
065,Malignant neoplasm of cervix uteri (C53),828,1674,451,10,2967,2007
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",199,410,84,10,726,2007
067,Malignant neoplasm of placenta (C58),248,16,0,0,271,2007
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",1393,2029,366,13,3846,2007
069,Malignant neoplasm of prostate (C61),0,0,0,0,0,2007
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",0,0,0,0,0,2007
071,Malignant neoplasm of bladder (C67),57,103,80,1,241,2007
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",32,56,16,0,130,2007
073,Malignant neoplasm of eye and adnexa (C69),10,10,6,0,235,2007
074,Malignant neoplasm of brain(C71),161,102,15,0,349,2007
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",35,38,12,0,113,2007
076,Malignant neoplasm of thyroid gland (C73),426,314,86,0,837,2007
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",280,433,125,1,947,2007
078,Hodgkin's disease (C81),121,49,7,0,193,2007
079,Leukaemia (C91-C95),538,339,92,4,2064,2007
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",405,747,245,2,1533,2007
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",291,573,253,0,1140,2008
051,Malaignant neoplasm of oesophagus (C15),215,1042,448,5,1715,2008
052,Malignant neoplasm of stomach (C16),47,166,67,1,286,2008
053,Malignant neoplasm of colon (C18),306,591,123,0,1026,2008
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",317,668,180,3,1171,2008
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),50,145,61,1,300,2008
056,Malignant neoplasm of pancreas (C25),73,90,28,0,192,2008
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",46,115,31,0,192,2008
058,Malignant neoplasm of larnyx (C32),24,51,21,0,98,2008
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",158,396,137,2,695,2008
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",18,32,9,0,62,2008
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",140,94,24,1,480,2008
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",77,90,53,0,230,2008
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",197,269,41,0,556,2008
064,Malignant neoplasm of breast (C50),2718,3845,483,3,7063,2008
065,Malignant neoplasm of cervix uteri (C53),958,1870,431,7,3272,2008
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",195,572,96,0,884,2008
067,Malignant neoplasm of placenta (C58),251,31,2,0,293,2008
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",1593,2346,347,6,4373,2008
069,Malignant neoplasm of prostate (C61),0,0,0,0,0,2008
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",0,0,0,0,0,2008
071,Malignant neoplasm of bladder (C67),70,182,92,0,345,2008
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",21,55,24,0,150,2008
073,Malignant neoplasm of eye and adnexa (C69),12,6,2,0,196,2008
074,Malignant neoplasm of brain(C71),158,90,11,0,372,2008
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",49,25,8,0,115,2008
076,Malignant neoplasm of thyroid gland (C73),448,361,84,2,903,2008
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",348,508,155,1,1122,2008
078,Hodgkin's disease (C81),104,50,15,0,194,2008
079,Leukaemia (C91-C95),565,379,73,4,2371,2008
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",524,944,321,3,1956,2008
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",283,649,263,0,1233,2009
051,Malaignant neoplasm of oesophagus (C15),256,1026,442,4,1744,2009
052,Malignant neoplasm of stomach (C16),47,155,60,0,267,2009
053,Malignant neoplasm of colon (C18),340,602,116,0,1065,2009
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",360,791,218,3,1374,2009
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),50,135,68,0,294,2009
056,Malignant neoplasm of pancreas (C25),70,94,31,0,195,2009
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",44,126,37,1,212,2009
058,Malignant neoplasm of larnyx (C32),19,57,12,0,88,2009
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",163,494,125,0,788,2009
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",29,41,13,0,87,2009
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",138,108,22,1,463,2009
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",77,130,52,0,269,2009
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",133,160,22,0,366,2009
064,Malignant neoplasm of breast (C50),2663,4008,496,5,7181,2009
065,Malignant neoplasm of cervix uteri (C53),914,1821,436,4,3178,2009
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",163,556,100,0,822,2009
067,Malignant neoplasm of placenta (C58),252,41,2,0,304,2009
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",1693,2711,410,9,4897,2009
069,Malignant neoplasm of prostate (C61),0,0,0,0,0,2009
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",0,0,0,0,0,2009
071,Malignant neoplasm of bladder (C67),54,198,95,0,349,2009
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",35,64,18,0,166,2009
073,Malignant neoplasm of eye and adnexa (C69),18,15,6,0,228,2009
074,Malignant neoplasm of brain(C71),156,107,17,0,403,2009
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",62,37,7,0,137,2009
076,Malignant neoplasm of thyroid gland (C73),474,323,80,2,888,2009
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",394,684,205,4,1396,2009
078,Hodgkin's disease (C81),124,58,29,0,233,2009
079,Leukaemia (C91-C95),523,412,85,2,2312,2009
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",510,893,315,1,1877,2009
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",293,633,265,2,1214,2010
051,Malaignant neoplasm of oesophagus (C15),193,1044,446,2,1698,2010
052,Malignant neoplasm of stomach (C16),42,188,33,0,267,2010
053,Malignant neoplasm of colon (C18),445,776,133,2,1361,2010
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",410,940,313,1,1667,2010
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),69,129,54,1,319,2010
056,Malignant neoplasm of pancreas (C25),86,126,44,2,261,2010
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",40,82,31,0,153,2010
058,Malignant neoplasm of larnyx (C32),18,53,16,0,87,2010
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",252,691,219,0,1167,2010
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",36,40,20,0,102,2010
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",144,84,16,0,369,2010
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",60,105,42,0,212,2010
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",169,160,26,0,443,2010
064,Malignant neoplasm of breast (C50),3557,4758,631,10,8960,2010
065,Malignant neoplasm of cervix uteri (C53),876,2006,414,3,3300,2010
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",221,688,118,2,1039,2010
067,Malignant neoplasm of placenta (C58),70,86,6,0,163,2010
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",1736,3166,556,5,5504,2010
069,Malignant neoplasm of prostate (C61),NA,NA,NA,NA,NA,2010
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",NA,NA,NA,NA,NA,2010
071,Malignant neoplasm of bladder (C67),44,161,92,0,300,2010
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",46,97,17,1,217,2010
073,Malignant neoplasm of eye and adnexa (C69),9,4,3,0,241,2010
074,Malignant neoplasm of brain(C71),156,120,15,0,421,2010
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",28,20,2,0,76,2010
076,Malignant neoplasm of thyroid gland (C73),553,369,77,1,1013,2010
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",292,489,193,4,1124,2010
078,Hodgkin's disease (C81),277,65,26,0,377,2010
079,Leukaemia (C91-C95),579,394,145,3,2276,2010
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",511,1060,380,2,2061,2010
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",370,739,308,2,1451,2011
051,Malaignant neoplasm of oesophagus (C15),251,1192,444,0,1894,2011
052,Malignant neoplasm of stomach (C16),58,228,60,0,349,2011
053,Malignant neoplasm of colon (C18),458,1114,199,0,1784,2011
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",495,1162,336,0,1997,2011
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),77,130,70,0,383,2011
056,Malignant neoplasm of pancreas (C25),108,173,41,0,330,2011
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",53,124,54,0,233,2011
058,Malignant neoplasm of larnyx (C32),27,51,15,1,94,2011
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",355,628,161,1,1163,2011
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",50,51,10,0,113,2011
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",159,82,11,1,452,2011
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",63,92,38,1,202,2011
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",205,199,41,0,543,2011
064,Malignant neoplasm of breast (C50),3830,5998,761,4,10613,2011
065,Malignant neoplasm of cervix uteri (C53),879,2128,463,3,3478,2011
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",221,983,192,0,1416,2011
067,Malignant neoplasm of placenta (C58),148,29,5,0,182,2011
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",1762,3347,545,3,5724,2011
069,Malignant neoplasm of prostate (C61),0,0,0,0,0,2011
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",0,0,0,0,0,2011
071,Malignant neoplasm of bladder (C67),38,201,113,0,356,2011
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",64,74,25,0,278,2011
073,Malignant neoplasm of eye and adnexa (C69),6,1,3,0,169,2011
074,Malignant neoplasm of brain(C71),181,145,31,0,499,2011
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",26,29,5,1,89,2011
076,Malignant neoplasm of thyroid gland (C73),660,421,115,0,1216,2011
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",281,522,163,1,1116,2011
078,Hodgkin's disease (C81),292,108,51,1,458,2011
079,Leukaemia (C91-C95),658,415,197,0,2412,2011
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",573,1301,434,0,2407,2011
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",421,811,297,0,1604,2012
051,Malaignant neoplasm of oesophagus (C15),236,1108,564,2,1918,2012
052,Malignant neoplasm of stomach (C16),86,168,52,0,314,2012
053,Malignant neoplasm of colon (C18),564,1061,205,2,1838,2012
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",446,1222,306,0,1977,2012
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),62,155,56,0,321,2012
056,Malignant neoplasm of pancreas (C25),72,128,24,0,228,2012
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",68,127,46,0,243,2012
058,Malignant neoplasm of larnyx (C32),22,45,14,0,81,2012
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",329,596,169,0,1100,2012
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",24,38,12,0,76,2012
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",152,64,13,0,413,2012
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",47,74,39,0,167,2012
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",251,212,48,0,655,2012
064,Malignant neoplasm of breast (C50),4517,6678,852,11,12072,2012
065,Malignant neoplasm of cervix uteri (C53),812,2110,462,2,3387,2012
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",241,1056,262,2,1564,2012
067,Malignant neoplasm of placenta (C58),145,46,5,0,196,2012
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",1708,3644,643,3,6056,2012
069,Malignant neoplasm of prostate (C61),0,0,0,0,0,2012
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",0,0,0,0,0,2012
071,Malignant neoplasm of bladder (C67),73,186,131,2,395,2012
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",60,100,38,0,316,2012
073,Malignant neoplasm of eye and adnexa (C69),19,3,5,0,176,2012
074,Malignant neoplasm of brain(C71),172,140,25,0,513,2012
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",20,18,3,0,42,2012
