IMMR_code,Disease,live_m_17-49,live_m_50-69,live_m_70+,live_m_NA,live_m_Total,year
076,Malignant neoplasm of thyroid gland (C73),193,297.00000000000011,80.000000000000156,0,576.00000000000136,2020
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",366.00000000000028,861.00000000000011,288.99999999999977,0,1772.9999999999948,2020
078,Hodgkin's disease (C81),431.00000000000114,234.00000000000063,61.999999999999744,0,782.00000000000068,2020
079,Leukaemia (C91-C95),1803.9999999999995,939.00000000000159,364.99999999999943,0,7229.0000000000227,2020
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",1265.0000000000027,2580.9999999999986,1104,0,5222.99999999999,2020
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1214,4708.0000000000036,1273.0000000000005,8,7277.9999999999955,2021
051,Malaignant neoplasm of oesophagus (C15),297,2210.9999999999977,836.00000000000011,1.0000000000000002,3349.9999999999945,2021
052,Malignant neoplasm of stomach (C16),145.00000000000006,820.99999999999955,274.00000000000006,0,1241.9999999999993,2021
053,Malignant neoplasm of colon (C18),561.00000000000011,1361.0000000000007,417,0,2342.9999999999973,2021
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",656.00000000000011,2331.0000000000018,774.00000000000023,0,3766.9999999999945,2021
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),91,553.00000000000023,216,0,930.99999999999977,2021
056,Malignant neoplasm of pancreas (C25),77.000000000000014,252.99999999999989,74,0,409.00000000000023,2021
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",81,242.00000000000006,102.99999999999994,0,430,2021
058,Malignant neoplasm of larnyx (C32),100.00000000000011,1029.0000000000011,307.00000000000006,0,1439.0000000000007,2021
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",385.00000000000006,2912.9999999999995,1149.9999999999993,0,4462.0000000000009,2021
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",63,112.00000000000009,49,0,234.00000000000014,2021
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",358,96,34.000000000000007,0,882.99999999999955,2021
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",75.000000000000014,273,76.000000000000057,0,430,2021
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",326.00000000000011,356.99999999999977,106.00000000000003,0,982,2021
064,Malignant neoplasm of breast (C50),196,253.99999999999986,98.000000000000114,1,564.99999999999966,2021
065,Malignant neoplasm of cervix uteri (C53),0,0,0,0,0,2021
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",0,0,0,0,0,2021
067,Malignant neoplasm of placenta (C58),0,0,0,0,0,2021
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",0,0,0,0,0,2021
069,Malignant neoplasm of prostate (C61),60,1226.0000000000014,1555,0,2845.0000000000009,2021
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",198,343,215.00000000000014,0,785.00000000000011,2021
071,Malignant neoplasm of bladder (C67),117.00000000000003,938.99999999999977,624,0,1679.9999999999982,2021
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",85,328.99999999999966,137,0,646,2021
073,Malignant neoplasm of eye and adnexa (C69),6.0000000000000009,8,4.0000000000000009,0,226.00000000000006,2021
074,Malignant neoplasm of brain (C71),254.99999999999983,188.00000000000011,71,0,739.99999999999977,2021
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",25,27,8,0,69,2021
076,Malignant neoplasm of thyroid gland (C73),183.00000000000003,239.00000000000006,80.000000000000014,0,511.00000000000006,2021
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",277.99999999999977,711.99999999999955,312,0,1649.0000000000011,2021
078,Hodgkin's disease (C81),447.99999999999966,179.00000000000014,70.000000000000014,0,786.99999999999966,2021
079,Leukaemia (C91-C95),1576.9999999999998,763.00000000000057,329.99999999999966,0,6344,2021
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",1147.0000000000007,2754.0000000000027,979,0,5188.9999999999964,2021
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1428.0000000000011,5730.0000000000064,1648.0000000000002,2,8861,2022
051,Malaignant neoplasm of oesophagus (C15),288.00000000000006,2247.0000000000018,895.99999999999932,0,3447.0000000000014,2022
052,Malignant neoplasm of stomach (C16),176.00000000000006,814.00000000000011,307.00000000000017,0,1301.9999999999998,2022
053,Malignant neoplasm of colon (C18),684.00000000000011,1891.0000000000002,664.99999999999977,0,3243,2022
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",717.00000000000068,2678.0000000000009,962.99999999999955,0,4364.0000000000009,2022
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),148.00000000000009,578.00000000000023,256.00000000000017,0,1044.9999999999998,2022
056,Malignant neoplasm of pancreas (C25),71.000000000000028,208.00000000000006,91,0,375.00000000000023,2022
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",91,317.00000000000028,98,1,517,2022
058,Malignant neoplasm of larnyx (C32),105.0000000000001,1176.0000000000011,401.00000000000017,0,1686,2022
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",495.99999999999983,3224.9999999999964,1056.0000000000002,2,4790.9999999999991,2022
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",96.000000000000014,109,32.000000000000014,0,246,2022
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",405.00000000000028,117,30.000000000000014,0,1161.0000000000002,2022
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",98.000000000000085,319,142,0,585.99999999999966,2022
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",267.99999999999989,307,114,0,939.00000000000045,2022
064,Malignant neoplasm of breast (C50),126,396.99999999999972,144.99999999999991,1,673.99999999999943,2022
065,Malignant neoplasm of cervix uteri (C53),0,0,0,0,0,2022
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",0,0,0,0,0,2022
067,Malignant neoplasm of placenta (C58),0,0,0,0,0,2022
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",0,0,0,0,0,2022
069,Malignant neoplasm of prostate (C61),69,1560.9999999999984,1968.0000000000014,1.0000000000000002,3603.0000000000009,2022
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",260,202.99999999999991,122.00000000000007,0,636.99999999999977,2022
071,Malignant neoplasm of bladder (C67),174.99999999999986,1166.9999999999995,841.99999999999943,0,2188.0000000000009,2022
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",92.000000000000099,399,142,0,733.99999999999977,2022
073,Malignant neoplasm of eye and adnexa (C69),9.0000000000000018,14.000000000000005,6.0000000000000009,0,285.99999999999989,2022
074,Malignant neoplasm of brain (C71),261,247.99999999999986,47,1.0000000000000002,801.00000000000045,2022
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",31.000000000000007,25.000000000000007,12.000000000000007,0,79.000000000000014,2022
076,Malignant neoplasm of thyroid gland (C73),267.00000000000017,318.00000000000006,106.99999999999991,0,703.00000000000034,2022
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",263.00000000000006,781,294.00000000000011,0,1570.0000000000007,2022
078,Hodgkin's disease (C81),450,195,36,0,731.99999999999966,2022
079,Leukaemia (C91-C95),1655.0000000000005,1071.0000000000002,378.99999999999983,0,6429.9999999999982,2022
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",1251.9999999999993,2984.9999999999991,1173.0000000000002,0,5690.0000000000055,2022
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",936,2110,809,2,3918,2005
051,Malaignant neoplasm of oesophagus (C15),260,896,321,3,1491,2005
052,Malignant neoplasm of stomach (C16),120,286,66,1,475,2005
053,Malignant neoplasm of colon (C18),169,229,111,1,639,2005
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and",163,514,226,2,907,2005
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),53,153,80,0,293,2005
056,Malignant neoplasm of pancreas (C25),69,91,31,1,212,2005
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C2",24,88,37,0,193,2005
058,Malignant neoplasm of larnyx (C32),106,495,151,0,755,2005
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",329,1248,264,2,1852,2005
060,Malignant neoplasm of other respiratory and intrathoracic or,46,43,17,0,113,2005
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",169,111,59,0,441,2005
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",91,146,61,0,305,2005
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",112,63,29,0,259,2005
064,Malignant neoplasm of breast (C50),58,47,25,8,140,2005
065,Malignant neoplasm of cervix uteri (C53),NA,NA,NA,NA,NA,2005
066,Malignant neoplasm of other and unspecified parts of uterus,NA,NA,NA,NA,NA,2005
067,Malignant neoplasm of placenta (C58),NA,NA,NA,NA,NA,2005
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57",NA,NA,NA,NA,NA,2005
069,Malignant neoplasm of prostate (C61),47,517,634,4,1203,2005
070,"Malignant neoplasm of other male genital organs (C60,C62,C63",132,137,67,11,364,2005
071,Malignant neoplasm of bladder (C67),125,370,241,1,740,2005
072,Malignant neoplasm of other parts of the urinary tract (C64-,52,163,25,6,288,2005
073,Malignant neoplasm of eye and adnexa (C69),15,9,9,0,100,2005
074,Malignant neoplasm of brain(C71),182,150,20,1,519,2005
075,Malignant neoplasm of other parts of the central nervous sys,10,4,2,0,21,2005
076,Malignant neoplasm of thyroid gland (C73),57,77,35,1,174,2005
077,"Malignant neoplasm of other endocrine, ill-defined, secondar",295,655,277,1,1397,2005
078,Hodgkin's disease (C81),125,54,10,0,265,2005
079,Leukaemia (C91-C95),485,251,103,6,1762,2005
080,Malignant neoplasm of other lymphoid haematopoietic and rela,611,783,323,2,1922,2005
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",929,2144,827,5,3933,2006
051,Malaignant neoplasm of oesophagus (C15),252,1106,445,0,1810,2006
052,Malignant neoplasm of stomach (C16),115,242,103,0,462,2006
053,Malignant neoplasm of colon (C18),154,325,110,0,596,2006
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",167,520,204,4,899,2006
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),51,165,67,1,302,2006
056,Malignant neoplasm of pancreas (C25),48,108,20,0,178,2006
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",51,70,32,0,155,2006
058,Malignant neoplasm of larnyx (C32),125,456,138,2,726,2006
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",440,1305,341,3,2096,2006
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",61,65,28,0,156,2006
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",190,139,78,2,562,2006
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",85,145,57,0,301,2006
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",122,83,41,0,283,2006
064,Malignant neoplasm of breast (C50),35,48,12,3,99,2006
065,Malignant neoplasm of cervix uteri (C53),.,.,.,.,.,2006
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",.,.,.,.,.,2006
067,Malignant neoplasm of placenta (C58),.,.,.,.,.,2006
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",.,.,.,.,.,2006
069,Malignant neoplasm of prostate (C61),54,532,681,3,1270,2006
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",232,149,56,1,445,2006
071,Malignant neoplasm of bladder (C67),205,627,352,9,1194,2006
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",34,118,20,1,239,2006
073,Malignant neoplasm of eye and adnexa (C69),7,13,4,0,132,2006
074,Malignant neoplasm of brain(C71),242,129,20,0,516,2006
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",30,11,4,0,51,2006
076,Malignant neoplasm of thyroid gland (C73),71,105,33,0,217,2006
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",223,570,230,0,1086,2006
078,Hodgkin's disease (C81),147,52,21,0,308,2006
079,Leukaemia (C91-C95),650,281,129,3,2512,2006
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",611,856,319,7,2020,2006
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1067,2503,818,8,4438,2007
051,Malaignant neoplasm of oesophagus (C15),350,1169,429,3,1965,2007
052,Malignant neoplasm of stomach (C16),124,415,101,1,641,2007
053,Malignant neoplasm of colon (C18),178,405,110,0,699,2007
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",233,556,226,1,1021,2007
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),52,199,80,1,376,2007
056,Malignant neoplasm of pancreas (C25),55,87,9,1,157,2007
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",51,70,27,0,148,2007
058,Malignant neoplasm of larnyx (C32),145,530,176,2,857,2007
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",408,1541,410,2,2374,2007
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",76,55,35,0,169,2007
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",264,144,66,1,608,2007
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",77,184,84,0,353,2007
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",139,83,34,0,304,2007
064,Malignant neoplasm of breast (C50),33,67,15,0,119,2007
065,Malignant neoplasm of cervix uteri (C53),0,0,0,0,0,2007
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",0,0,0,0,0,2007
067,Malignant neoplasm of placenta (C58),0,0,0,0,0,2007
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",0,0,0,0,0,2007
069,Malignant neoplasm of prostate (C61),91,613,683,1,1398,2007
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",204,148,58,0,430,2007
071,Malignant neoplasm of bladder (C67),195,844,481,3,1523,2007
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",44,150,29,0,269,2007
073,Malignant neoplasm of eye and adnexa (C69),8,19,9,0,178,2007
074,Malignant neoplasm of brain(C71),217,138,32,0,564,2007
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",31,20,8,0,80,2007
076,Malignant neoplasm of thyroid gland (C73),95,91,28,0,222,2007
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",305,594,199,2,1191,2007
078,Hodgkin's disease (C81),229,85,6,0,411,2007
079,Leukaemia (C91-C95),665,260,105,10,2508,2007
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",643,868,277,0,2025,2007
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1012,2811,823,8,4690,2008
051,Malaignant neoplasm of oesophagus (C15),285,1239,459,0,1991,2008
052,Malignant neoplasm of stomach (C16),142,415,109,0,670,2008
053,Malignant neoplasm of colon (C18),268,513,136,2,925,2008
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",291,780,217,1,1294,2008
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),41,241,83,0,416,2008
056,Malignant neoplasm of pancreas (C25),126,217,42,1,387,2008
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",17,81,32,0,133,2008
058,Malignant neoplasm of larnyx (C32),88,548,162,2,806,2008
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",458,1781,534,0,2783,2008
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",50,49,24,0,130,2008
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",257,117,46,0,556,2008
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",96,198,84,0,383,2008
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",198,117,34,0,407,2008
064,Malignant neoplasm of breast (C50),14,45,12,0,73,2008
065,Malignant neoplasm of cervix uteri (C53),0,0,0,0,0,2008
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",0,0,0,0,0,2008
067,Malignant neoplasm of placenta (C58),0,0,0,0,0,2008
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",0,0,0,0,0,2008
069,Malignant neoplasm of prostate (C61),66,806,641,0,1520,2008
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",149,115,84,1,375,2008
071,Malignant neoplasm of bladder (C67),170,904,606,1,1686,2008
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",56,153,39,0,294,2008
073,Malignant neoplasm of eye and adnexa (C69),24,15,8,0,263,2008
074,Malignant neoplasm of brain(C71),195,125,24,3,450,2008
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",46,17,8,0,106,2008
076,Malignant neoplasm of thyroid gland (C73),98,139,39,0,281,2008
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",347,685,213,5,1330,2008
078,Hodgkin's disease (C81),162,99,24,0,344,2008
079,Leukaemia (C91-C95),714,310,143,2,2816,2008
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",793,1050,374,4,2504,2008
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1044,2754,733,8,4579,2009
051,Malaignant neoplasm of oesophagus (C15),302,1291,455,6,2068,2009
052,Malignant neoplasm of stomach (C16),150,395,87,0,639,2009
053,Malignant neoplasm of colon (C18),279,590,157,3,1034,2009
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",280,749,208,0,1246,2009
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),54,232,110,0,445,2009
056,Malignant neoplasm of pancreas (C25),121,263,44,1,430,2009
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",38,86,32,1,159,2009
058,Malignant neoplasm of larnyx (C32),113,561,193,3,874,2009
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",459,1794,513,2,2784,2009
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",66,63,22,0,175,2009
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",249,86,33,0,514,2009
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",97,207,64,1,373,2009
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",188,111,35,0,399,2009
064,Malignant neoplasm of breast (C50),11,55,13,0,83,2009
065,Malignant neoplasm of cervix uteri (C53),0,0,0,0,0,2009
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",0,0,0,0,0,2009
067,Malignant neoplasm of placenta (C58),0,0,0,0,0,2009
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",0,0,0,0,0,2009
069,Malignant neoplasm of prostate (C61),44,674,605,0,1327,2009
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",179,205,146,3,556,2009
071,Malignant neoplasm of bladder (C67),177,799,517,1,1497,2009
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",60,167,45,0,315,2009
073,Malignant neoplasm of eye and adnexa (C69),15,11,8,0,221,2009
074,Malignant neoplasm of brain(C71),203,152,25,1,492,2009
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",48,24,7,0,111,2009
076,Malignant neoplasm of thyroid gland (C73),99,166,41,0,316,2009
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",315,720,243,3,1365,2009
078,Hodgkin's disease (C81),181,128,35,0,402,2009
079,Leukaemia (C91-C95),739,304,149,2,2871,2009
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",772,1034,386,5,2470,2009
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1106,2935,784,6,4871,2010
051,Malaignant neoplasm of oesophagus (C15),367,1432,382,5,2192,2010
052,Malignant neoplasm of stomach (C16),160,530,121,0,815,2010
053,Malignant neoplasm of colon (C18),388,779,164,1,1333,2010
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",376,995,318,2,1697,2010
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),83,308,143,2,567,2010
056,Malignant neoplasm of pancreas (C25),44,146,32,0,225,2010
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",44,92,28,0,165,2010
058,Malignant neoplasm of larnyx (C32),123,588,151,1,865,2010
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",480,2295,639,9,3434,2010
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",79,106,29,4,220,2010
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",268,99,21,0,572,2010
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",89,164,67,0,323,2010
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",138,128,44,0,424,2010
064,Malignant neoplasm of breast (C50),41,76,36,0,158,2010
065,Malignant neoplasm of cervix uteri (C53),NA,NA,NA,NA,NA,2010
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",NA,NA,NA,NA,NA,2010
067,Malignant neoplasm of placenta (C58),NA,NA,NA,NA,NA,2010
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",NA,NA,NA,NA,NA,2010
069,Malignant neoplasm of prostate (C61),31,687,772,0,1491,2010
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",197,180,63,7,474,2010
071,Malignant neoplasm of bladder (C67),188,846,555,0,1597,2010
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",72,203,70,0,428,2010
073,Malignant neoplasm of eye and adnexa (C69),13,12,3,0,232,2010
074,Malignant neoplasm of brain(C71),214,106,30,3,542,2010
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",44,25,6,0,88,2010
076,Malignant neoplasm of thyroid gland (C73),149,137,38,0,331,2010
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",284,638,252,2,1335,2010
078,Hodgkin's disease (C81),277,129,31,0,521,2010
079,Leukaemia (C91-C95),877,491,158,0,3173,2010
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",794,1190,369,4,2621,2010
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1137,3134,969,0,5299,2011
051,Malaignant neoplasm of oesophagus (C15),401,1541,481,1,2430,2011
052,Malignant neoplasm of stomach (C16),151,586,141,1,888,2011
053,Malignant neoplasm of colon (C18),434,929,159,0,1529,2011
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",356,1149,352,1,1863,2011
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),86,423,159,0,713,2011
056,Malignant neoplasm of pancreas (C25),78,134,29,0,247,2011
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",63,111,44,1,220,2011
058,Malignant neoplasm of larnyx (C32),112,574,157,1,858,2011
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",450,2323,633,1,3427,2011
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",51,75,30,0,158,2011
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",268,153,55,1,592,2011
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",84,177,75,1,344,2011
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",215,172,41,0,518,2011
064,Malignant neoplasm of breast (C50),24,72,18,0,117,2011
065,Malignant neoplasm of cervix uteri (C53),0,0,0,0,0,2011
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",0,0,0,0,0,2011
067,Malignant neoplasm of placenta (C58),0,0,0,0,0,2011
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",0,0,0,0,0,2011
069,Malignant neoplasm of prostate (C61),29,845,904,1,1784,2011
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",260,192,80,8,574,2011
071,Malignant neoplasm of bladder (C67),138,838,442,5,1426,2011
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",69,180,55,0,481,2011
073,Malignant neoplasm of eye and adnexa (C69),7,9,7,0,212,2011
074,Malignant neoplasm of brain(C71),261,166,32,1,602,2011
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",24,14,8,0,71,2011
076,Malignant neoplasm of thyroid gland (C73),136,157,43,0,349,2011
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",276,710,210,0,1367,2011
078,Hodgkin's disease (C81),373,201,41,0,694,2011
079,Leukaemia (C91-C95),828,476,162,1,3171,2011
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",982,1386,429,1,3023,2011
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1285,3612,961,9,5960,2012
051,Malaignant neoplasm of oesophagus (C15),392,1587,514,2,2509,2012
052,Malignant neoplasm of stomach (C16),115,640,126,1,887,2012
053,Malignant neoplasm of colon (C18),424,1060,216,0,1704,2012
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",455,1389,375,1,2227,2012
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),85,380,193,2,696,2012
056,Malignant neoplasm of pancreas (C25),44,128,31,1,208,2012
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",39,150,36,0,228,2012
058,Malignant neoplasm of larnyx (C32),149,627,194,0,976,2012
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",499,2486,646,1,3643,2012
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",87,56,23,0,173,2012
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",276,100,43,2,580,2012
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",110,161,64,0,341,2012
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",309,204,60,0,708,2012
064,Malignant neoplasm of breast (C50),65,138,31,0,236,2012
065,Malignant neoplasm of cervix uteri (C53),0,0,0,0,0,2012
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",0,0,0,0,0,2012
067,Malignant neoplasm of placenta (C58),0,0,0,0,0,2012
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",0,0,0,0,0,2012
069,Malignant neoplasm of prostate (C61),54,728,707,1,1493,2012
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",212,216,68,2,507,2012
071,Malignant neoplasm of bladder (C67),130,956,508,3,1597,2012
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",78,243,85,0,484,2012
073,Malignant neoplasm of eye and adnexa (C69),7,16,6,0,129,2012
074,Malignant neoplasm of brain(C71),303,184,33,2,645,2012
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",11,12,5,0,31,2012
076,Malignant neoplasm of thyroid gland (C73),122,185,55,0,379,2012
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",258,718,202,2,1371,2012
078,Hodgkin's disease (C81),346,245,46,0,735,2012
079,Leukaemia (C91-C95),778,491,223,2,3416,2012
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",766,1624,448,7,3023,2012
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1314,3726,873,2,5970,2013
